nodenumber     x-coordinate     y-coordinate     z-coordinate      temperature 
       337  2.361176810E-10  1.187863015E-02  7.599999756E-02  3.731274414E+02 
       338 -8.289186004E-11  1.613201760E-02  7.599999756E-02  3.731154175E+02 
       339 -1.147886786E-10  2.033977211E-02  7.599999756E-02  3.731015625E+02 
       340 -1.455230381E-09  2.500000037E-02  7.599999756E-02  3.730873108E+02 
       341 -5.897268784E-10 -2.500000037E-02  7.999999821E-02  3.730874634E+02 
       342 -5.898743993E-11 -2.035816014E-02  7.999999821E-02  3.731019897E+02 
       343 -1.867420107E-11 -1.615167223E-02  7.999999821E-02  3.731161499E+02 
       344 -5.226624689E-12 -1.219676714E-02  7.999999821E-02  3.731279907E+02 
       345 -1.694561852E-11 -8.720454760E-03  7.999999821E-02  3.731358032E+02 
       346 -1.396417010E-11 -5.612933543E-03  7.999999821E-02  3.731404419E+02 
       347 -5.501195333E-11 -5.501045380E-03  7.999999821E-02  3.731405945E+02 
       348 -2.296489388E-11 -2.388990717E-03  7.999999821E-02  3.731429138E+02 
       349  2.473658084E-11 -3.428678319E-04  7.999999821E-02  3.731434937E+02 
       350 -1.169884502E-12  6.292777834E-05  7.999999821E-02  3.731435547E+02 
       351 -3.519674829E-11  3.070792882E-03  7.999999821E-02  3.731420288E+02 
       352 -7.409316216E-12  5.433392711E-03  7.999999821E-02  3.731398010E+02 
       353 -7.781572609E-11  7.411433384E-03  7.999999821E-02  3.731372681E+02 
       354  2.361176810E-10  1.187863015E-02  7.999999821E-02  3.731281738E+02 
       355 -8.289186004E-11  1.613201760E-02  7.999999821E-02  3.731159668E+02 
       356 -6.021899646E-11  2.033977211E-02  7.999999821E-02  3.731019287E+02 
       357 -1.376548209E-09  2.500000037E-02  7.999999821E-02  3.730874329E+02 
       358 -6.684089948E-10 -2.500000037E-02  8.399999887E-02  3.730876770E+02 
       359  7.977918326E-11 -2.035816014E-02  8.399999887E-02  3.731023560E+02 
       360 -2.896999307E-11 -1.615167223E-02  8.399999887E-02  3.731167603E+02 
       361 -2.380480535E-11 -1.219676901E-02  8.399999887E-02  3.731286621E+02 
       362 -2.664507504E-12 -8.720454760E-03  8.399999887E-02  3.731364746E+02 
       363  1.354295495E-11 -5.612934008E-03  8.399999887E-02  3.731409607E+02 
       364 -9.321073080E-11 -5.501045845E-03  8.399999887E-02  3.731411133E+02 
       365 -2.296489388E-11 -2.388990717E-03  8.399999887E-02  3.731434021E+02 
       366  9.582470234E-12 -3.428679775E-04  8.399999887E-02  3.731439514E+02 
       367  2.774891211E-12  6.292768376E-05  8.399999887E-02  3.731440125E+02 
       368 -3.519674829E-11  3.070792882E-03  8.399999887E-02  3.731425781E+02 
       369  2.169451424E-11  5.433392711E-03  8.399999887E-02  3.731403503E+02 
       370 -3.374095447E-11  7.411433384E-03  8.399999887E-02  3.731378784E+02 
       371  2.361176810E-10  1.187863015E-02  8.399999887E-02  3.731287842E+02 
       372 -5.378802959E-11  1.613201760E-02  8.399999887E-02  3.731165771E+02 
       373 -5.649314350E-12  2.033977211E-02  8.399999887E-02  3.731023560E+02 
       374 -1.297866148E-09  2.500000037E-02  8.399999887E-02  3.730876160E+02 
       375 -7.470911667E-10 -2.500000037E-02  8.799999952E-02  3.730877991E+02 
       376  7.977918326E-11 -2.035816014E-02  8.799999952E-02  3.731027832E+02 
       377 -2.896999307E-11 -1.615167223E-02  8.799999952E-02  3.731173706E+02 
       378 -2.380480535E-11 -1.219676901E-02  8.799999952E-02  3.731293030E+02 
       379 -2.664507504E-12 -8.720455691E-03  8.799999952E-02  3.731370850E+02 
       380  1.536194436E-11 -5.612934008E-03  8.799999952E-02  3.731415405E+02 
       381 -9.139174140E-11 -5.501045845E-03  8.799999952E-02  3.731416626E+02 
       382 -2.296489388E-11 -2.388990950E-03  8.799999952E-02  3.731438293E+02 
       383 -1.302370711E-11 -3.428677446E-04  8.799999952E-02  3.731444092E+02 
       384 -1.578947043E-12  6.292758917E-05  8.799999952E-02  3.731444702E+02 
       385  8.121857353E-11  3.070792882E-03  8.799999952E-02  3.731431274E+02 
       386 -3.887870581E-11  5.433392245E-03  8.799999952E-02  3.731409302E+02 
       387 -3.374095447E-11  7.411433384E-03  8.799999952E-02  3.731384888E+02 
       388 -1.437996666E-10  1.187863015E-02  8.799999952E-02  3.731295471E+02 
       389  4.419631328E-12  1.613201760E-02  8.799999952E-02  3.731171875E+02 
       390 -1.561332452E-10  2.033977024E-02  8.799999952E-02  3.731027832E+02 
       391 -1.219183976E-09  2.500000037E-02  8.799999952E-02  3.730877991E+02 
       392 -8.257732831E-10 -2.500000037E-02  9.200000018E-02  3.730879517E+02 
       393  1.603381733E-10 -2.035815828E-02  9.200000018E-02  3.731032715E+02 
       394  7.301573235E-11 -1.615167223E-02  9.200000018E-02  3.731180115E+02 
       395 -2.380480535E-11 -1.219676901E-02  9.200000018E-02  3.731300049E+02 
       396 -2.664507504E-12 -8.720455691E-03  9.200000018E-02  3.731376953E+02 
       397 -2.690071430E-11 -5.612934008E-03  9.200000018E-02  3.731420593E+02 
       398 -6.774487915E-11 -5.501045845E-03  9.200000018E-02  3.731422119E+02 
       399  6.138936581E-12 -2.388991183E-03  9.200000018E-02  3.731442871E+02 
       400 -1.380201856E-11 -3.428675118E-04  9.200000018E-02  3.731448975E+02 
       401 -2.902650342E-12  6.292749458E-05  9.200000018E-02  3.731449585E+02 
       402  8.121857353E-11  3.070792649E-03  9.200000018E-02  3.731436157E+02 
       403 -9.774875354E-12  5.433392245E-03  9.200000018E-02  3.731415405E+02 
       404  1.033381714E-11  7.411433384E-03  9.200000018E-02  3.731391296E+02 
       405 -1.437996666E-10  1.187863015E-02  9.200000018E-02  3.731302490E+02 
       406 -1.181544307E-10  1.613201760E-02  9.200000018E-02  3.731178894E+02 
       407 -8.131696705E-11  2.033977024E-02  9.200000018E-02  3.731032104E+02 
       408 -1.140501804E-09  2.500000037E-02  9.200000018E-02  3.730879211E+02 
       409 -9.044553995E-10 -2.500000037E-02  9.600000083E-02  3.730882263E+02 
       410  1.603381733E-10 -2.035815828E-02  9.600000083E-02  3.731037598E+02 
       411  7.301573235E-11 -1.615167223E-02  9.600000083E-02  3.731186829E+02 
       412  1.888353363E-11 -1.219676808E-02  9.600000083E-02  3.731307678E+02 
       413  8.540246288E-11 -8.720455691E-03  9.600000083E-02  3.731383972E+02 
       414 -1.598677787E-11 -5.612934008E-03  9.600000083E-02  3.731426392E+02 
       415 -9.962413923E-13 -5.501045845E-03  9.600000083E-02  3.731427307E+02 
       416  7.591566265E-12 -2.388991183E-03  9.600000083E-02  3.731447754E+02 
       417 -4.795136510E-12 -3.428673954E-04  9.600000083E-02  3.731453857E+02 
       418  1.150944756E-10  6.292756007E-05  9.600000083E-02  3.731454468E+02 
       419  8.121857353E-11  3.070792649E-03  9.600000083E-02  3.731441650E+02 
       420  1.093433677E-11  5.433392245E-03  9.600000083E-02  3.731421204E+02 
       421 -3.799072168E-12  7.411433384E-03  9.600000083E-02  3.731397705E+02 
       422  1.490476909E-10  1.187863108E-02  9.600000083E-02  3.731309814E+02 
       423 -5.994676977E-11  1.613201760E-02  9.600000083E-02  3.731185913E+02 
       424 -1.583334852E-11  2.033977024E-02  9.600000083E-02  3.731036377E+02 
       425 -1.061819632E-09  2.500000037E-02  9.600000083E-02  3.730881042E+02 
       426 -9.831375714E-10 -2.500000037E-02  1.000000015E-01  3.730883484E+02 
       427  1.021305124E-10 -2.035815828E-02  1.000000015E-01  3.731042480E+02 
       428  1.480807144E-11 -1.615167409E-02  1.000000015E-01  3.731194153E+02 
       429  8.100661808E-11 -1.219676808E-02  1.000000015E-01  3.731315308E+02 
       430  2.719480197E-11 -8.720455691E-03  1.000000015E-01  3.731390381E+02 
       431  6.063385904E-12 -5.612934008E-03  1.000000015E-01  3.731431580E+02 
       432 -1.004866884E-10 -5.501045845E-03  1.000000015E-01  3.731433105E+02 
       433  1.091232833E-11 -2.388991183E-03  1.000000015E-01  3.731452637E+02 
       434 -1.743999736E-11 -3.428675991E-04  1.000000015E-01  3.731458130E+02 
       435  7.871468755E-11  6.292748003E-05  1.000000015E-01  3.731458740E+02 
       436  8.121857353E-11  3.070792649E-03  1.000000015E-01  3.731446533E+02 
       437  1.932895510E-11  5.433392245E-03  1.000000015E-01  3.731426697E+02 
       438 -3.799072168E-12  7.411433384E-03  1.000000015E-01  3.731404114E+02 
       439 -8.559200571E-11  1.187863015E-02  1.000000015E-01  3.731317139E+02 
       440 -3.084293931E-11  1.613201760E-02  1.000000015E-01  3.731192627E+02 
       441  3.146037597E-11  2.033977024E-02  1.000000015E-01  3.731042175E+02 
       442 -9.831375714E-10  2.500000037E-02  1.000000015E-01  3.730882874E+02 
       443 -1.061819743E-09 -2.500000037E-02  1.040000021E-01  3.730885620E+02 
       444  4.392285147E-11 -2.035815828E-02  1.040000021E-01  3.731047363E+02 
       445 -4.339958948E-11 -1.615167409E-02  1.040000021E-01  3.731201477E+02 
       446  3.058486797E-11 -1.219676808E-02  1.040000021E-01  3.731322632E+02 
       447  1.819586148E-11 -8.720455691E-03  1.040000021E-01  3.731396790E+02 
       448  3.538952117E-11 -5.612933543E-03  1.040000021E-01  3.731436768E+02 
       449  4.351832783E-11 -5.501046311E-03  1.040000021E-01  3.731438293E+02 
       450 -2.296489388E-11 -2.388991183E-03  1.040000021E-01  3.731457214E+02 
       451  1.626298055E-12 -3.428678610E-04  1.040000021E-01  3.731462402E+02 
       452  5.324883590E-11  6.292748003E-05  1.040000021E-01  3.731462708E+02 
       453  8.121857353E-11  3.070792649E-03  1.040000021E-01  3.731451416E+02 
       454  1.093433677E-11  5.433392245E-03  1.040000021E-01  3.731432495E+02 
       455 -3.799072168E-12  7.411433384E-03  1.040000021E-01  3.731411133E+02 
       456  2.654630127E-10  1.187863108E-02  1.040000021E-01  3.731324463E+02 
       457 -1.739108857E-12  1.613201760E-02  1.040000021E-01  3.731199951E+02 
       458 -1.299375052E-10  2.033977024E-02  1.040000021E-01  3.731047668E+02 
       459 -9.044553995E-10  2.500000037E-02  1.040000021E-01  3.730885315E+02 
       460 -1.140501804E-09 -2.500000037E-02  1.080000028E-01  3.730887756E+02 
       461  1.244818693E-10 -2.035816014E-02  1.080000028E-01  3.731052551E+02 
       462 -4.339958948E-11 -1.615167409E-02  1.080000028E-01  3.731209106E+02 
       463  3.058486797E-11 -1.219676808E-02  1.080000028E-01  3.731330566E+02 
       464 -1.090796897E-11 -8.720455691E-03  1.080000028E-01  3.731403198E+02 
       465  6.285690718E-12 -5.612933543E-03  1.080000028E-01  3.731441650E+02 
       466  1.623348678E-11 -5.501046311E-03  1.080000028E-01  3.731442871E+02 
       467 -2.296489388E-11 -2.388991183E-03  1.080000028E-01  3.731461182E+02 
       468 -2.999552863E-12 -3.428679775E-04  1.080000028E-01  3.731466675E+02 
       469  3.869692067E-11  6.292748731E-05  1.080000028E-01  3.731466980E+02 
       470  8.121857353E-11  3.070792649E-03  1.080000028E-01  3.731455994E+02 
       471  1.093433677E-11  5.433392245E-03  1.080000028E-01  3.731437988E+02 
       472 -3.799072168E-12  7.411433384E-03  1.080000028E-01  3.731416931E+02 
       473  2.654630127E-10  1.187863108E-02  1.080000028E-01  3.731332092E+02 
       474  2.736472160E-11  1.613201760E-02  1.080000028E-01  3.731207886E+02 
       475 -7.331113494E-11  2.033977024E-02  1.080000028E-01  3.731053467E+02 
       476 -8.257732831E-10  2.500000037E-02  1.080000028E-01  3.730887146E+02 
       477 -1.219183976E-09 -2.500000037E-02  1.120000035E-01  3.730889893E+02 
       478  6.627420834E-11 -2.035816014E-02  1.120000035E-01  3.731058350E+02 
       479 -8.665262952E-12 -1.615167409E-02  1.120000035E-01  3.731217041E+02 
       480  1.431822161E-10 -1.219676808E-02  1.119999960E-01  3.731338196E+02 
       481 -1.530048657E-11 -8.720455691E-03  1.120000035E-01  3.731409912E+02 
       482 -3.756429889E-11 -5.612933543E-03  1.120000035E-01  3.731446533E+02 
       483 -6.016406817E-11 -5.501046311E-03  1.120000035E-01  3.731447754E+02 
       484  5.297362549E-11 -2.388991183E-03  1.120000035E-01  3.731465149E+02 
       485  3.000839160E-12 -3.428684140E-04  1.119999960E-01  3.731470032E+02 
       486 -3.042467667E-11  6.292748003E-05  1.120000035E-01  3.731470642E+02 
       487 -3.519674829E-11  3.070792649E-03  1.120000035E-01  3.731460876E+02 
       488 -4.844268736E-11  5.433392245E-03  1.120000035E-01  3.731443481E+02 
       489  1.033381714E-11  7.411433384E-03  1.120000035E-01  3.731423035E+02 
       490  2.654630127E-10  1.187863108E-02  1.120000035E-01  3.731340027E+02 
       491  5.646855206E-11  1.613201760E-02  1.120000035E-01  3.731215210E+02 
       492 -2.965538926E-11  2.033977024E-02  1.120000035E-01  3.731058655E+02 
       493 -7.470911112E-10  2.500000037E-02  1.120000035E-01  3.730888977E+02 
       494 -1.297866148E-09 -2.500000037E-02  1.159999967E-01  3.730892334E+02 
       495  8.066547430E-12 -2.035816014E-02  1.160000041E-01  3.731064453E+02 
       496 -8.665262952E-12 -1.615167409E-02  1.160000041E-01  3.731225586E+02 
       497  2.676689426E-11 -1.219676808E-02  1.160000041E-01  3.731346436E+02 
       498 -1.530048657E-11 -8.720455691E-03  1.160000041E-01  3.731416321E+02 
       499 -8.034538312E-12 -5.612933077E-03  1.160000041E-01  3.731451416E+02 
       500 -1.001818350E-10 -5.501046311E-03  1.160000041E-01  3.731452637E+02 
       501  2.386979503E-11 -2.388991183E-03  1.160000041E-01  3.731469116E+02 
       502 -4.202941814E-12 -3.428685595E-04  1.160000041E-01  3.731473999E+02 
       503 -5.589052832E-11  6.292747275E-05  1.160000041E-01  3.731474609E+02 
       504 -3.519674829E-11  3.070792649E-03  1.160000041E-01  3.731464844E+02 
       505 -4.844268736E-11  5.433392245E-03  1.160000041E-01  3.731448364E+02 
       506  1.033381714E-11  7.411433384E-03  1.160000041E-01  3.731428833E+02 
       507  2.654630127E-10  1.187863108E-02  1.160000041E-01  3.731348267E+02 
       508  7.860521956E-11  1.613201760E-02  1.160000041E-01  3.731224060E+02 
       509  3.219025047E-11  2.033977024E-02  1.160000041E-01  3.731064453E+02 
       510 -6.684089948E-10  2.500000037E-02  1.159999967E-01  3.730891418E+02 
       511 -1.376548209E-09 -2.500000037E-02  1.199999973E-01  3.730894775E+02 
       512  1.468332539E-10 -2.035816014E-02  1.200000048E-01  3.731071167E+02 
       513 -6.687292387E-11 -1.615167409E-02  1.200000048E-01  3.731233826E+02 
       514  8.188727474E-12 -1.219676901E-02  1.200000048E-01  3.731354980E+02 
       515 -4.870298609E-12 -8.720455691E-03  1.200000048E-01  3.731423340E+02 
       516  1.037769870E-11 -5.612932611E-03  1.200000048E-01  3.731456604E+02 
       517 -1.526196947E-10 -5.501046311E-03  1.200000048E-01  3.731457520E+02 
       518 -5.234035427E-12 -2.388991183E-03  1.200000048E-01  3.731472778E+02 
       519  3.989226484E-12 -3.428687633E-04  1.200000048E-01  3.731477051E+02 
       520 -9.153935943E-11  6.292747275E-05  1.200000048E-01  3.731477661E+02 
       521  6.984540724E-11  3.070792416E-03  1.200000048E-01  3.731468811E+02 
       522 -4.844268736E-11  5.433392245E-03  1.200000048E-01  3.731453247E+02 
       523  1.033381714E-11  7.411433384E-03  1.200000048E-01  3.731434937E+02 
       524  2.654630127E-10  1.187863108E-02  1.200000048E-01  3.731356506E+02 
       525 -6.610553771E-11  1.613201760E-02  1.200000048E-01  3.731232910E+02 
       526 -1.328456234E-10  2.033977211E-02  1.200000048E-01  3.731070862E+02 
       527 -5.897268784E-10  2.500000037E-02  1.199999973E-01  3.730893555E+02 
       528 -1.455230381E-09 -2.500000037E-02  1.239999980E-01  3.730897522E+02 
       529  8.862559298E-11 -2.035816014E-02  1.240000054E-01  3.731077881E+02 
       530 -6.687292387E-11 -1.615167409E-02  1.240000054E-01  3.731243286E+02 
       531  8.188727474E-12 -1.219676901E-02  1.240000054E-01  3.731363220E+02 
       532  9.410840163E-12 -8.720455691E-03  1.240000054E-01  3.731428833E+02 
       533 -1.165376129E-11 -5.612932611E-03  1.240000054E-01  3.731461487E+02 
       534  1.139421890E-11 -5.501045845E-03  1.240000054E-01  3.731462708E+02 
       535 -3.433786588E-11 -2.388991183E-03  1.240000054E-01  3.731476440E+02 
       536  8.812703171E-13 -3.428688215E-04  1.240000054E-01  3.731480713E+02 
       537 -9.517733823E-11  6.292745093E-05  1.240000054E-01  3.731480713E+02 
       538  6.984540724E-11  3.070792416E-03  1.240000054E-01  3.731472778E+02 
       539 -4.844268736E-11  5.433392245E-03  1.240000054E-01  3.731458130E+02 
       540  1.033381714E-11  7.411433384E-03  1.240000054E-01  3.731441040E+02 
       541  2.654630127E-10  1.187863108E-02  1.240000054E-01  3.731365662E+02 
       542 -6.610553771E-11  1.613201760E-02  1.240000054E-01  3.731241760E+02 
       543 -7.463796248E-11  2.033977211E-02  1.240000054E-01  3.731078186E+02 
       544 -5.110447066E-10  2.500000037E-02  1.239999980E-01  3.730895996E+02 
       545 -1.533912553E-09 -2.500000037E-02  1.280000061E-01  3.730900269E+02 
       546  3.041793206E-11 -2.035816014E-02  1.280000061E-01  3.731085205E+02 
       547 -3.213856958E-11 -1.615167409E-02  1.280000061E-01  3.731253052E+02 
       548  8.188727474E-12 -1.219676901E-02  1.280000061E-01  3.731372070E+02 
       549  9.410840163E-12 -8.720455691E-03  1.280000061E-01  3.731435547E+02 
       550 -1.892971890E-11 -5.612932611E-03  1.280000061E-01  3.731465759E+02 
       551  4.118261288E-12 -5.501045845E-03  1.280000061E-01  3.731466675E+02 
       552 -3.433786588E-11 -2.388991183E-03  1.280000061E-01  3.731479797E+02 
       553  8.812703171E-13 -3.428688215E-04  1.280000061E-01  3.731483154E+02 
       554 -9.517733823E-11  6.292743637E-05  1.280000061E-01  3.731483765E+02 
       555  6.984540724E-11  3.070792416E-03  1.280000061E-01  3.731476135E+02 
       556 -1.816949369E-11  5.433392245E-03  1.280000061E-01  3.731463013E+02 
       557 -3.799072168E-12  7.411433384E-03  1.280000061E-01  3.731447144E+02 
       558 -1.726620236E-10  1.187863015E-02  1.280000061E-01  3.731374207E+02 
       559 -7.897876797E-12  1.613201760E-02  1.280000061E-01  3.731251831E+02 
       560 -1.073564848E-11  2.033977211E-02  1.280000061E-01  3.731085205E+02 
       561 -4.323625624E-10  2.500000037E-02  1.280000061E-01  3.730899048E+02 
       562 -1.612594613E-09 -2.500000037E-02  1.319999993E-01  3.730903015E+02 
       563 -2.778972885E-11 -2.035816014E-02  1.319999993E-01  3.731092834E+02 
       564 -3.213856958E-11 -1.615167409E-02  1.319999993E-01  3.731262512E+02 
       565  4.781822160E-11 -1.219676901E-02  1.319999993E-01  3.731381226E+02 
       566  9.410840163E-12 -8.720455691E-03  1.319999993E-01  3.731441650E+02 
       567  1.038708355E-11 -5.612932146E-03  1.319999993E-01  3.731470032E+02 
       568 -1.338706923E-12 -5.501045845E-03  1.319999993E-01  3.731470947E+02 
       569 -3.433786588E-11 -2.388991183E-03  1.319999993E-01  3.731482239E+02 
       570  1.869135922E-12 -3.428687633E-04  1.319999993E-01  3.731485291E+02 
       571 -8.062542300E-11  6.292741455E-05  1.319999993E-01  3.731485901E+02 
       572  6.008610276E-12  3.070792649E-03  1.319999993E-01  3.731479797E+02 
       573  1.093433677E-11  5.433392245E-03  1.319999993E-01  3.731467285E+02 
       574 -3.799072168E-12  7.411433384E-03  1.319999993E-01  3.731452332E+02 
       575 -1.726620236E-10  1.187863015E-02  1.319999993E-01  3.731382751E+02 
       576  5.030978412E-11  1.613201760E-02  1.319999993E-01  3.731262207E+02 
       577  5.110999124E-11  2.033977211E-02  1.319999993E-01  3.731093445E+02 
       578 -3.536804460E-10  2.500000037E-02  1.319999993E-01  3.730902100E+02 
       579 -1.691276785E-09 -2.500000037E-02  1.360000074E-01  3.730906677E+02 
       580  1.109770054E-10 -2.035816014E-02  1.360000074E-01  3.731101074E+02 
       581 -9.034623050E-11 -1.615167409E-02  1.360000074E-01  3.731273193E+02 
       582 -6.859710022E-11 -1.219676901E-02  1.360000074E-01  3.731390381E+02 
       583 -9.262798861E-12 -8.720455691E-03  1.360000074E-01  3.731448364E+02 
       584 -2.619628819E-11 -5.612932611E-03  1.360000074E-01  3.731473999E+02 
       585 -3.771849499E-11 -5.501046311E-03  1.360000074E-01  3.731474915E+02 
       586 -6.344169634E-11 -2.388991416E-03  1.360000074E-01  3.731485596E+02 
       587 -2.226685850E-12 -3.428689670E-04  1.360000074E-01  3.731488342E+02 
       588 -9.881531704E-11  6.292737817E-05  1.360000074E-01  3.731488647E+02 
       589  6.984540724E-11  3.070792416E-03  1.360000074E-01  3.731482544E+02 
       590 -1.816949369E-11  5.433392245E-03  1.360000074E-01  3.731471252E+02 
       591 -3.799072168E-12  7.411433384E-03  1.360000074E-01  3.731457520E+02 
       592 -1.726620236E-10  1.187863015E-02  1.360000074E-01  3.731391907E+02 
       593  7.941361457E-11  1.613201760E-02  1.360000074E-01  3.731273193E+02 
       594 -1.102879177E-10  2.033977024E-02  1.360000074E-01  3.731101685E+02 
       595 -2.749983019E-10  2.500000037E-02  1.360000074E-01  3.730905457E+02 
       596 -1.769958957E-09 -2.500000037E-02  1.400000006E-01  3.730909729E+02 
       597  5.276934445E-11 -2.035816014E-02  1.400000006E-01  3.731110840E+02 
       598 -9.034623050E-11 -1.615167409E-02  1.400000006E-01  3.731284790E+02 
       599 -6.859710022E-11 -1.219676901E-02  1.400000006E-01  3.731399231E+02 
       600 -9.262798861E-12 -8.720455691E-03  1.400000006E-01  3.731454163E+02 
       601 -2.437729879E-11 -5.612932611E-03  1.400000006E-01  3.731477356E+02 
       602 -3.589950559E-11 -5.501046311E-03  1.400000006E-01  3.731478271E+02 
       603 -3.433786588E-11 -2.388991416E-03  1.400000006E-01  3.731487732E+02 
       604 -3.286731130E-12 -3.428688797E-04  1.400000006E-01  3.731490173E+02 
       605 -9.153935943E-11  6.292736362E-05  1.400000006E-01  3.731490173E+02 
       606  6.008610276E-12  3.070792649E-03  1.400000006E-01  3.731484985E+02 
       607 -4.163194442E-11  5.433392245E-03  1.400000006E-01  3.731474609E+02 
       608 -1.793196147E-11  7.411433849E-03  1.400000006E-01  3.731462708E+02 
       609 -5.624670174E-11  1.187863015E-02  1.400000006E-01  3.731401062E+02 
       610 -7.226433341E-11  1.613201760E-02  1.400000006E-01  3.731284790E+02 
       611 -5.208025677E-11  2.033977024E-02  1.400000006E-01  3.731111450E+02 
       612 -1.963161578E-10  2.500000037E-02  1.400000006E-01  3.730909119E+02 
       613 -1.848641129E-09 -2.500000037E-02  1.439999938E-01  3.730913391E+02 
       614 -5.438316464E-12 -2.035816014E-02  1.440000087E-01  3.731120300E+02 
       615 -9.034623050E-11 -1.615167409E-02  1.440000087E-01  3.731296997E+02 
       616 -6.859710022E-11 -1.219676901E-02  1.440000087E-01  3.731408691E+02 
       617 -9.262798861E-12 -8.720455691E-03  1.440000087E-01  3.731459656E+02 
       618 -2.619628819E-11 -5.612932611E-03  1.440000087E-01  3.731481018E+02 
       619 -3.771849499E-11 -5.501046311E-03  1.440000087E-01  3.731481628E+02 
       620 -3.433786588E-11 -2.388991416E-03  1.440000087E-01  3.731489258E+02 
       621  1.869135922E-12 -3.428688215E-04  1.440000087E-01  3.731491699E+02 
       622 -7.408042235E-11  6.292736362E-05  1.440000087E-01  3.731492004E+02 
       623  8.121857353E-11  3.070792649E-03  1.440000087E-01  3.731487427E+02 
       624 -4.163194442E-11  5.433392245E-03  1.440000087E-01  3.731478271E+02 
       625 -1.793196147E-11  7.411433849E-03  1.440000087E-01  3.731467590E+02 
       626 -5.624670174E-11  1.187863015E-02  1.440000087E-01  3.731410217E+02 
       627 -4.316050295E-11  1.613201760E-02  1.440000087E-01  3.731296387E+02 
       628  9.765382947E-12  2.033977024E-02  1.440000087E-01  3.731120911E+02 
       629 -1.176340275E-10  2.500000037E-02  1.439999938E-01  3.730912781E+02 
       630 -1.927323190E-09 -2.500000037E-02  1.480000019E-01  3.730917969E+02 
       631 -5.438316464E-12 -2.035816014E-02  1.480000019E-01  3.731131592E+02 
       632 -1.485538914E-10 -1.615167409E-02  1.480000019E-01  3.731309814E+02 
       633  4.400027565E-11 -1.219676808E-02  1.480000019E-01  3.731418457E+02 
       634 -2.793643789E-11 -8.720455691E-03  1.480000019E-01  3.731465759E+02 
       635  1.586284229E-11 -5.612932611E-03  1.480000019E-01  3.731484375E+02 
       636 -6.136535724E-11 -5.501046311E-03  1.480000019E-01  3.731484985E+02 
       637 -6.344169634E-11 -2.388991416E-03  1.480000019E-01  3.731492310E+02 
       638  3.512476768E-13 -3.428689088E-04  1.480000019E-01  3.731493835E+02 
       639 -9.153935943E-11  6.292735634E-05  1.480000019E-01  3.731494141E+02 
       640  6.008610276E-12  3.070792649E-03  1.480000019E-01  3.731489868E+02 
       641  4.843278556E-11  5.433392245E-03  1.480000019E-01  3.731482239E+02 
       642 -1.793196147E-11  7.411433849E-03  1.480000019E-01  3.731472778E+02 
       643 -5.624670174E-11  1.187863015E-02  1.480000019E-01  3.731419678E+02 
       644 -1.405667249E-11  1.613201760E-02  1.480000019E-01  3.731309509E+02 
       645  2.874666651E-13  2.033977024E-02  1.480000019E-01  3.731133118E+02 
       646 -3.895187992E-11  2.500000037E-02  1.480000019E-01  3.730917053E+02 
       647 -2.006005362E-09 -2.500000037E-02  1.519999951E-01  3.730922852E+02 
       648  7.512078459E-11 -2.035816014E-02  1.519999951E-01  3.731143799E+02 
       649  2.595812454E-12 -1.615167409E-02  1.519999951E-01  3.731323853E+02 
       650  4.400027565E-11 -1.219676901E-02  1.519999951E-01  3.731427612E+02 
       651 -1.750624645E-11 -8.720455691E-03  1.519999951E-01  3.731471558E+02 
       652 -1.344456491E-11 -5.612932611E-03  1.519999951E-01  3.731487732E+02 
       653 -9.046918770E-11 -5.501046311E-03  1.519999951E-01  3.731488342E+02 
       654 -6.344169634E-11 -2.388991416E-03  1.519999951E-01  3.731494446E+02 
       655 -2.226685850E-12 -3.428690252E-04  1.519999951E-01  3.731495361E+02 
       656 -9.881531704E-11  6.292729813E-05  1.519999951E-01  3.731495361E+02 
       657  6.008610276E-12  3.070792649E-03  1.519999951E-01  3.731492310E+02 
       658 -4.163194442E-11  5.433391780E-03  1.519999951E-01  3.731485596E+02 
       659 -1.793196147E-11  7.411433384E-03  1.519999951E-01  3.731477051E+02 
       660  2.366006557E-10  1.187863015E-02  1.519999951E-01  3.731429443E+02 
       661  4.415098842E-11  1.613201760E-02  1.519999951E-01  3.731323853E+02 
       662 -2.215953549E-12  2.033977211E-02  1.519999951E-01  3.731145630E+02 
       663  3.973025728E-11  2.500000037E-02  1.519999951E-01  3.730921936E+02 
       664 -2.084687534E-09 -2.500000037E-02  1.560000032E-01  3.730929260E+02 
       665  7.512078459E-11 -2.035816014E-02  1.560000032E-01  3.731157532E+02 
       666 -1.138195094E-10 -1.615167409E-02  1.560000032E-01  3.731337891E+02 
       667  4.400027565E-11 -1.219676901E-02  1.560000032E-01  3.731437988E+02 
       668 -1.750624645E-11 -8.720455691E-03  1.560000032E-01  3.731476135E+02 
       669 -9.806586099E-12 -5.612932611E-03  1.560000032E-01  3.731490173E+02 
       670 -8.683120889E-11 -5.501046311E-03  1.560000032E-01  3.731490784E+02 
       671 -6.344169634E-11 -2.388991416E-03  1.560000032E-01  3.731495972E+02 
       672 -1.006184719E-11 -3.428689379E-04  1.560000032E-01  3.731496582E+02 
       673  5.530324029E-12  6.292738544E-05  1.560000032E-01  3.731496887E+02 
       674  8.121857353E-11  3.070792649E-03  1.560000032E-01  3.731494141E+02 
       675 -1.135875421E-11  5.433391780E-03  1.560000032E-01  3.731488647E+02 
