nodenumber     x-coordinate     y-coordinate     z-coordinate      temperature 
       676 -2.759283774E-11  7.411432918E-03  1.560000032E-01  3.731481323E+02 
       677 -1.433167474E-10  1.187863108E-02  1.560000032E-01  3.731438904E+02 
       678  7.325481888E-11  1.613201760E-02  1.560000032E-01  3.731339111E+02 
       679 -3.316055763E-11  2.033977024E-02  1.560000032E-01  3.731159973E+02 
       680  1.184123910E-10  2.500000037E-02  1.560000032E-01  3.730928040E+02 
       681 -2.163369706E-09 -2.500000037E-02  1.599999964E-01  3.730935059E+02 
       682  1.691312368E-11 -2.035816014E-02  1.599999964E-01  3.731173096E+02 
       683 -1.138195094E-10 -1.615167409E-02  1.599999964E-01  3.731353760E+02 
       684  9.839000448E-11 -1.219676901E-02  1.599999964E-01  3.731447144E+02 
       685 -1.750624645E-11 -8.720455691E-03  1.599999964E-01  3.731480713E+02 
       686  2.881815619E-11 -5.612932146E-03  1.599999964E-01  3.731492615E+02 
       687 -1.177540288E-10 -5.501046311E-03  1.599999964E-01  3.731493225E+02 
       688 -9.254552680E-11 -2.388991416E-03  1.599999964E-01  3.731496887E+02 
       689 -8.788681588E-13 -3.428690834E-04  1.599999964E-01  3.731497803E+02 
       690  2.301408630E-12  6.292740727E-05  1.599999964E-01  3.731497803E+02 
       691  6.008610276E-12  3.070792649E-03  1.599999964E-01  3.731495667E+02 
       692 -1.135875421E-11  5.433391780E-03  1.599999964E-01  3.731490784E+02 
       693  3.061482318E-11  7.411432918E-03  1.599999964E-01  3.731484985E+02 
       694 -1.433167474E-10  1.187863108E-02  1.599999964E-01  3.731448364E+02 
       695  1.023586493E-10  1.613201760E-02  1.599999964E-01  3.731355896E+02 
       696  2.504710328E-11  2.033977024E-02  1.599999964E-01  3.731176453E+02 
       697  1.970945351E-10  2.500000037E-02  1.599999964E-01  3.730935059E+02 
       698 -2.242051655E-09 -2.500000037E-02  1.640000045E-01  3.730943909E+02 
       699  1.407087780E-10 -2.035816014E-02  1.640000045E-01  3.731192017E+02 
       700 -1.720271703E-10 -1.615167409E-02  1.640000045E-01  3.731370239E+02 
       701 -1.802531735E-11 -1.219676901E-02  1.640000045E-01  3.731455994E+02 
       702 -2.189872589E-11 -8.720455691E-03  1.640000045E-01  3.731484985E+02 
       703  1.974204827E-11 -5.612932146E-03  1.640000045E-01  3.731495056E+02 
       704 -1.905136049E-10 -5.501046311E-03  1.640000045E-01  3.731495361E+02 
       705  3.906291957E-11 -2.388991416E-03  1.640000045E-01  3.731498108E+02 
       706  1.999629975E-11 -3.428695491E-04  1.640000045E-01  3.731498413E+02 
       707 -3.542827056E-12  6.292742182E-05  1.640000045E-01  3.731498718E+02 
       708  6.984540724E-11  3.070792416E-03  1.640000045E-01  3.731497192E+02 
       709  1.210369999E-11  5.433391780E-03  1.640000045E-01  3.731493225E+02 
       710 -1.345994496E-11  7.411432452E-03  1.640000045E-01  3.731488342E+02 
       711 -1.433167474E-10  1.187863108E-02  1.640000045E-01  3.731457520E+02 
       712 -7.145595227E-11  1.613201760E-02  1.640000045E-01  3.731372070E+02 
       713  7.597880658E-11  2.033977024E-02  1.640000045E-01  3.731195984E+02 
       714  2.757766793E-10  2.500000037E-02  1.640000045E-01  3.730944214E+02 
       715 -2.320733827E-09 -2.500000037E-02  1.679999977E-01  3.730954895E+02 
       716  8.250111705E-11 -2.035816014E-02  1.679999977E-01  3.731213379E+02 
       717 -1.720271703E-10 -1.615167409E-02  1.679999977E-01  3.731388550E+02 
       718 -1.802531735E-11 -1.219676901E-02  1.679999977E-01  3.731464844E+02 
       719 -2.189872589E-11 -8.720455691E-03  1.679999977E-01  3.731489258E+02 
       720  3.975093171E-11 -5.612932146E-03  1.679999977E-01  3.731496582E+02 
       721 -1.723237109E-10 -5.501046311E-03  1.679999977E-01  3.731496887E+02 
       722  6.816675002E-11 -2.388991416E-03  1.679999977E-01  3.731499023E+02 
       723 -2.609829020E-12 -3.428692580E-04  1.679999977E-01  3.731499023E+02 
       724 -4.258688020E-12  6.292737817E-05  1.679999977E-01  3.731499329E+02 
       725  6.008610276E-12  3.070792649E-03  1.679999977E-01  3.731497803E+02 
       726 -1.135875421E-11  5.433391780E-03  1.679999977E-01  3.731495056E+02 
       727  3.061482318E-11  7.411432452E-03  1.679999977E-01  3.731491394E+02 
       728 -1.433167474E-10  1.187863108E-02  1.679999977E-01  3.731465759E+02 
       729 -2.021549594E-11  1.613201760E-02  1.679999977E-01  3.731389771E+02 
       730 -7.972450478E-11  2.033977211E-02  1.679999977E-01  3.731217651E+02 
       731  3.544588234E-10  2.500000037E-02  1.679999977E-01  3.730955200E+02 
       732 -2.399415999E-09 -2.500000037E-02  1.720000058E-01  3.730968018E+02 
       733  2.429345614E-11 -2.035816014E-02  1.720000058E-01  3.731239624E+02 
       734 -7.908509958E-11 -1.615167409E-02  1.720000058E-01  3.731406860E+02 
       735  2.160419066E-11 -1.219676901E-02  1.720000058E-01  3.731473389E+02 
       736 -2.189872589E-11 -8.720455691E-03  1.720000058E-01  3.731492615E+02 
       737  2.519901648E-11 -5.612932146E-03  1.720000058E-01  3.731497498E+02 
       738 -1.850566367E-10 -5.501046311E-03  1.720000058E-01  3.731497803E+02 
       739  6.816675002E-11 -2.388991183E-03  1.720000058E-01  3.731499023E+02 
       740 -1.967096624E-11 -3.428690834E-04  1.720000058E-01  3.731499023E+02 
       741 -4.463219724E-12  6.292740727E-05  1.720000058E-01  3.731499023E+02 
       742  8.121857353E-11  3.070792649E-03  1.720000058E-01  3.731499023E+02 
       743  1.891443599E-11  5.433391780E-03  1.720000058E-01  3.731497192E+02 
       744  1.648193040E-11  7.411433384E-03  1.720000058E-01  3.731494751E+02 
       745 -8.510908645E-11  1.187863108E-02  1.720000058E-01  3.731473999E+02 
       746  3.799216497E-11  1.613201760E-02  1.720000058E-01  3.731408081E+02 
       747 -1.060290744E-11  2.033977211E-02  1.720000058E-01  3.731244202E+02 
       748  4.331409398E-10  2.500000037E-02  1.720000058E-01  3.730969849E+02 
       749 -2.478098171E-09 -2.500000037E-02  1.759999990E-01  3.730986023E+02 
       750 -7.715073025E-11 -2.035816014E-02  1.759999990E-01  3.731269226E+02 
       751 -7.908509958E-11 -1.615167409E-02  1.759999990E-01  3.731425171E+02 
       752  2.160419066E-11 -1.219676901E-02  1.759999990E-01  3.731480713E+02 
       753 -2.189872589E-11 -8.720455691E-03  1.759999990E-01  3.731494751E+02 
       754  1.974204827E-11 -5.612932146E-03  1.759999990E-01  3.731497803E+02 
       755 -1.923325943E-10 -5.501046311E-03  1.759999990E-01  3.731498108E+02 
       756  6.816675002E-11 -2.388991416E-03  1.759999990E-01  3.731499023E+02 
       757 -1.967096624E-11 -3.428691125E-04  1.759999990E-01  3.731499329E+02 
       758 -4.463219724E-12  6.292737817E-05  1.759999990E-01  3.731499329E+02 
       759  8.121857353E-11  3.070792649E-03  1.759999990E-01  3.731499023E+02 
       760  1.891443599E-11  5.433391780E-03  1.759999990E-01  3.731497803E+02 
       761  1.648193040E-11  7.411433384E-03  1.759999990E-01  3.731495972E+02 
       762 -8.510908645E-11  1.187863108E-02  1.759999990E-01  3.731481018E+02 
       763  6.709599543E-11  1.613201760E-02  1.759999990E-01  3.731427002E+02 
       764  4.760475347E-11  2.033977211E-02  1.759999990E-01  3.731274414E+02 
       765  5.118230839E-10  2.500000037E-02  1.759999990E-01  3.730987244E+02 
       766 -2.556780343E-09 -2.500000037E-02  1.800000072E-01  3.731006470E+02 
       767  1.048525988E-10 -2.035816014E-02  1.800000072E-01  3.731302490E+02 
       768 -7.908509958E-11 -1.615167409E-02  1.800000072E-01  3.731443481E+02 
       769  2.160419066E-11 -1.219676901E-02  1.800000072E-01  3.731486816E+02 
       770 -2.189872589E-11 -8.720455691E-03  1.800000072E-01  3.731496887E+02 
       771  3.611295291E-11 -5.612932146E-03  1.800000072E-01  3.731499023E+02 
       772 -1.759616897E-10 -5.501046311E-03  1.800000072E-01  3.731499023E+02 
       773 -9.254552680E-11 -2.388991416E-03  1.800000072E-01  3.731499634E+02 
       774 -3.388091890E-12 -3.428689961E-04  1.800000072E-01  3.731499634E+02 
       775  5.223526472E-12  6.292731996E-05  1.800000072E-01  3.731499634E+02 
       776  8.121857353E-11  3.070792649E-03  1.800000072E-01  3.731499634E+02 
       777 -3.365185908E-11  5.433391314E-03  1.800000072E-01  3.731498413E+02 
       778  2.349037631E-12  7.411432918E-03  1.800000072E-01  3.731497803E+02 
       779 -8.510908645E-11  1.187863108E-02  1.800000072E-01  3.731487427E+02 
       780 -7.761478960E-11  1.613201760E-02  1.800000072E-01  3.731445007E+02 
       781 -1.065172256E-10  2.033977024E-02  1.800000072E-01  3.731307983E+02 
       782  5.905052003E-10  2.500000037E-02  1.800000072E-01  3.731007996E+02 
       783 -2.635462515E-09 -2.500000037E-02  1.840000004E-01  3.731032104E+02 
       784  1.048525988E-10 -2.035816014E-02  1.840000004E-01  3.731339722E+02 
       785 -1.955004214E-10 -1.615167409E-02  1.840000004E-01  3.731460571E+02 
       786  2.160419066E-11 -1.219676901E-02  1.840000004E-01  3.731491699E+02 
       787 -4.057236144E-11 -8.720455691E-03  1.840000004E-01  3.731498413E+02 
       788  4.986570185E-12 -5.612932146E-03  1.840000004E-01  3.731499329E+02 
       789  1.596549698E-10 -5.501046777E-03  1.840000004E-01  3.731499329E+02 
       790  6.816675002E-11 -2.388991416E-03  1.840000004E-01  3.731499634E+02 
       791 -5.119051016E-12 -3.428691707E-04  1.840000004E-01  3.731499939E+02 
       792  2.301408630E-12  6.292729813E-05  1.840000004E-01  3.731499939E+02 
       793  8.121857353E-11  3.070792416E-03  1.840000004E-01  3.731499634E+02 
       794 -3.365185908E-11  5.433391314E-03  1.839999855E-01  3.731499023E+02 
       795  2.349037631E-12  7.411432918E-03  1.840000004E-01  3.731498413E+02 
       796 -1.721791598E-10  1.187863108E-02  1.840000004E-01  3.731492310E+02 
       797 -4.851095914E-11  1.613201760E-02  1.840000004E-01  3.731461792E+02 
       798 -4.625294592E-11  2.033977024E-02  1.840000004E-01  3.731343994E+02 
       799  6.691873722E-10  2.500000037E-02  1.840000004E-01  3.731032715E+02 
       800 -2.714144687E-09 -2.500000037E-02  1.879999936E-01  3.731060486E+02 
       801  4.664493791E-11 -2.035816014E-02  1.880000085E-01  3.731378479E+02 
       802 -1.955004214E-10 -1.615167409E-02  1.880000085E-01  3.731474609E+02 
       803  2.160419066E-11 -1.219676901E-02  1.880000085E-01  3.731494751E+02 
       804 -4.057236144E-11 -8.720455691E-03  1.880000085E-01  3.731498718E+02 
       805  1.771949601E-11 -5.612932146E-03  1.880000085E-01  3.731499634E+02 
       806 -1.923325943E-10 -5.501046311E-03  1.880000085E-01  3.731499634E+02 
       807  6.816675002E-11 -2.388991183E-03  1.880000085E-01  3.731499939E+02 
       808 -1.490423063E-11 -3.428689961E-04  1.880000085E-01  3.731499939E+02 
       809  5.428058177E-12  6.292731996E-05  1.880000085E-01  3.731499939E+02 
       810  8.121857353E-11  3.070792416E-03  1.880000085E-01  3.731499634E+02 
       811 -3.365185908E-11  5.433391314E-03  1.880000085E-01  3.731499634E+02 
       812  2.349037631E-12  7.411432918E-03  1.880000085E-01  3.731499634E+02 
       813 -1.721791598E-10  1.187863108E-02  1.880000085E-01  3.731495972E+02 
       814  3.183331376E-11  1.613201760E-02  1.880000085E-01  3.731475525E+02 
       815  1.559269380E-11  2.033977024E-02  1.880000085E-01  3.731381226E+02 
       816  7.478694886E-10  2.500000037E-02  1.879999936E-01  3.731060486E+02 
       817 -2.792826637E-09 -2.500000037E-02  1.920000017E-01  3.731090698E+02 
       818 -5.479923459E-11 -2.035816014E-02  1.920000017E-01  3.731416626E+02 
       819  2.026227658E-10 -1.615167409E-02  1.920000017E-01  3.731486511E+02 
       820 -1.133892841E-10 -1.219676901E-02  1.920000166E-01  3.731497803E+02 
       821  2.812639011E-12 -8.720455691E-03  1.920000017E-01  3.731499023E+02 
       822 -2.068284433E-11 -5.612932146E-03  1.920000017E-01  3.731499329E+02 
       823  1.360081076E-10 -5.501046777E-03  1.920000017E-01  3.731499329E+02 
       824  6.816675002E-11 -2.388991416E-03  1.920000017E-01  3.731499634E+02 
       825  2.156906598E-12 -3.428691998E-04  1.920000017E-01  3.731499939E+02 
       826  5.632589881E-12  6.292724720E-05  1.920000017E-01  3.731499939E+02 
       827  8.121857353E-11  3.070792416E-03  1.920000017E-01  3.731499939E+02 
       828 -3.365185908E-11  5.433391314E-03  1.920000017E-01  3.731499634E+02 
       829  2.349037631E-12  7.411432918E-03  1.920000017E-01  3.731499634E+02 
       830 -1.721791598E-10  1.187863108E-02  1.920000017E-01  3.731497803E+02 
       831  6.093714422E-11  1.613201760E-02  1.920000017E-01  3.731487427E+02 
       832  7.380035472E-11  2.033977024E-02  1.920000017E-01  3.731418762E+02 
       833  8.265516604E-10  2.500000037E-02  1.920000017E-01  3.731090698E+02 
       834 -2.871508809E-09 -2.500000037E-02  1.959999949E-01  3.731121826E+02 
       835  1.272041084E-10 -2.035816014E-02  1.960000098E-01  3.731452026E+02 
       836  8.620744396E-11 -1.615167409E-02  1.960000098E-01  3.731494446E+02 
       837 -1.133892841E-10 -1.219676901E-02  1.960000247E-01  3.731499329E+02 
       838  2.812639011E-12 -8.720455691E-03  1.960000098E-01  3.731499634E+02 
       839  1.045297182E-11 -5.612931680E-03  1.960000098E-01  3.731499329E+02 
       840  1.323701287E-10 -5.501046777E-03  1.960000098E-01  3.731499329E+02 
       841  6.816675002E-11 -2.388991648E-03  1.960000098E-01  3.731499939E+02 
       842 -7.628273013E-12 -3.428691125E-04  1.960000098E-01  3.731499939E+02 
       843  5.223526472E-12  6.292720354E-05  1.960000098E-01  3.731499939E+02 
       844 -5.950978599E-11  3.070792416E-03  1.960000098E-01  3.731499939E+02 
       845  1.693659102E-11  5.433391314E-03  1.960000098E-01  3.731499634E+02 
       846 -7.311852512E-12  7.411432918E-03  1.960000098E-01  3.731499634E+02 
       847 -5.576383799E-11  1.187863108E-02  1.960000098E-01  3.731499329E+02 
       848  9.004097468E-11  1.613201760E-02  1.960000098E-01  3.731494446E+02 
       849 -8.395961704E-11  2.033977211E-02  1.960000098E-01  3.731453552E+02 
       850  9.052337768E-10  2.500000037E-02  1.959999949E-01  3.731119995E+02 
       851 -2.950190980E-09 -2.500000037E-02  2.000000030E-01  3.731310425E+02 
       852  6.899644744E-11 -2.035816014E-02  2.000000030E-01  3.731500244E+02 
       853  2.799978305E-11 -1.615167409E-02  2.000000030E-01  3.731499939E+02 
       854 -7.918665723E-13 -1.219676901E-02  2.000000030E-01  3.731499939E+02 
       855  1.324283738E-11 -8.720455691E-03  2.000000030E-01  3.731500244E+02 
       856 -2.385244779E-13 -5.612931214E-03  2.000000030E-01  3.731499939E+02 
       857  5.233459499E-11 -5.501046777E-03  2.000000030E-01  3.731499939E+02 
       858 -1.914474135E-11 -2.388991648E-03  2.000000030E-01  3.731499634E+02 
       859  4.239966017E-12 -3.428697237E-04  2.000000030E-01  3.731499939E+02 
       860 -3.338295352E-12  6.292725448E-05  2.000000030E-01  3.731499939E+02 
       861  6.008610276E-12  3.070792183E-03  2.000000030E-01  3.731499939E+02 
       862 -3.365185908E-11  5.433391314E-03  2.000000030E-01  3.731499634E+02 
       863  2.349037631E-12  7.411432918E-03  2.000000030E-01  3.731499939E+02 
       864 -1.721791598E-10  1.187863108E-02  2.000000030E-01  3.731499634E+02 
       865  9.004097468E-11  1.613201760E-02  2.000000030E-01  3.731499939E+02 
       866 -4.394185016E-11  2.033977211E-02  2.000000030E-01  3.731499939E+02 
       867  9.839159487E-10  2.500000037E-02  2.000000030E-01  3.731308594E+02 
